id	origin	content
6c764cca-76d7-46ca-b5a4-a1de77bf197f	pudelek	Komornik pojawił się z kartonami w butiku Jemioła! "Zalega z płatnościami wykonawcom z Łodzi" (TYLKO U NAS)
6b808c7f-6288-40ea-b2cf-0670b023b55c	pudelek	Doda boi się, że będzie zdradzana w burdelach!
6b7b445f-ca23-4c64-8fc0-d25fcbd27bc3	other	Sylwia Wysocka usiłuje dostać się do domu w asyście policji 
6b4ca00c-4d23-49a1-b4a0-6f5380007836	tvpsport	Arcyważna wygrana Zagłębia. Radomiak ośmieszony u siebie
6b41e966-71d9-4b9b-bdde-2614dcec856d	wyborcza	Wymachiwał bagnetami w tunelu trasy WZ. Groził policjantowi, że go zabije
69569dbe-a58d-441a-89b1-77732c51db7c	wyborcza	Miał być Hilton i Starbucks. Są Żabka i e-papierosy. Co się dzieje z Hi Piotrkowska?
685b012c-cf8e-43b9-8879-6e25224f5309	pudelek	Wróci do Polski dla Sebastiana?
6827f558-1b2d-4c82-a0a1-b2aede8cf77d	tvpsport	Olimpijczyk z Pekinu poza kadrami. Małysz uzasadnia decyzję
67a06018-5444-494e-bbe4-d93063ea2352	pudelek	Królowa chce, by na pogrzebie księcia Filipa wszyscy royalsi wystąpili w GARNITURACH. "Istniało ryzyko PRAWDZIWEJ ŻENADY"
6779bfc6-111b-48cc-bde2-410fdd4e4d10	pudelek	Olbrychski nadal jeździ konno. Po "soku pomarańczowym"?
6725c065-4388-44cf-9788-e6c7bca11873	o2	Pilna decyzja ws. szczepionki na COVID-19. Chodzi o preparat J&J
671c3b59-9607-4d9e-8691-67aa13cdc136	tvpsport	Praca dziennikarza a wojna. Alarm? Biegnę z laptopem do łazienki
6706179f-d5c8-43ab-8310-f814fc5d9d16	pudelek	Julia Oleś PRZEJĘŁA fanpage portalu Kamila Durczoka. Tłumaczy się: "Od samego początku jest W MOICH RĘKACH"
667c8b2d-a9ad-4d86-8017-1debd12133d0	other	Tak wygląda raj, w którym zamieszkali uczestnicy 3. edycji "Hotelu Paradise" 
65d977d8-d738-45de-b374-98e3f9ba54b0	wyborcza	Szef bojówki Lecha Poznań ucieka przed więzieniem. Zaskakujące uzasadnienie
64f07d61-7c5b-441a-b749-c42554c9d955	wyborcza	Musk mistrzem Powerpointa? Znamy szczegóły planu dla Twittera
6452f765-d371-47d4-b2ba-03a79d958917	pudelek	Jessica Mercedes roni łzy pod goglami VR na "spotkaniu" z Coco Chanel. "Mogłam wszystkiego DOTKNĄĆ, USIĄŚĆ, POCZUĆ!"
6420b73a-85c2-45a2-af0d-bea0ef4db882	pudelek	Britney Spears chodzi w KOMINIARCE i kuli się pod ostrzałem paparazzi (ZDJĘCIA)
6403683e-18a6-45fb-9813-90f1250a340d	tvpsport	Podwójna remontada! Szalony mecz we Włocławku
63f33f7c-c65e-446d-9d8c-470fe8d3f99d	o2	Tropili skradzione kampery. To, co odkryli, przerosło najśmielsze oczekiwania
63b7d7b0-5a45-476e-b89e-ff44fb0fd6e9	pudelek	Siwiec przebrana za pokojówkę!
62a4b5a4-9e2a-4ba0-8cd3-b30e9fbeabf0	o2	Znalazł to na polu koło Zamościa. Miało pół metra. Chwycił za telefon
62945d2f-fde9-4717-9e64-76e3fe82908c	pudelek	Włodarczyk z białą twarzą w czarnej sukni
628e5956-76e6-400c-85a7-5f5659fce15d	pudelek	Oto Nina Bo'nina Brown, uczestniczka "Rupaul's Drag Race", która podbija Internet swoimi oryginalnymi charakteryzacjami
6276ae75-2d7d-4a6c-b8c1-c9ad26cbf625	pudelek	Jestem SKĄPA, mam problem z wydawaniem pieniędzy na zbytki!
6215c00e-afb1-4317-b84d-3d22da0648cf	pudelek	TYLKO NA PUDELKU: Kuba Wojewódzki ŚCIEMNIA, że odchodzi z TVN? "NIGDZIE SIĘ NIE WYBIERA"
61e5ed36-850b-4479-b434-1679a234a375	wpwiadomosci	Tak Kurscy spędzili majówkę. Wydarzyło się coś niespodziewanego
61d2d949-3904-43c1-9d0b-42ff6c89c6c0	wyborcza	Prasówka z Rosji, 20 kwietnia.Ukraińscy nacjonaliści przebrani w rosyjskie mundury mogą rozstrzeliwać ludność cywilną
60c8cb89-70ce-4ea7-8415-8547187e7efb	pudelek	Tak Amerykanie zareagowali na wyniki wyborów
60b0d8b2-ed46-4bfa-956d-26744e5f6bbe	pudelek	Magda Welc POWRACA z nową piosenką! Tak dziś wygląda zwyciężczyni "Mam Talent" 
5ffaab4a-391d-48c5-be45-0e70f06d20ef	wyborcza	Kto śledził Sasina na wakacjach. Służby badają maile z informacjami o wicepremierze
5ff92aa7-1b7c-4bf4-bbcb-6368b647e6d6	pudelek	Halle Berry i 30-letni model Versace
5e66ec4a-0717-44b5-bf49-f55c7a51dc00	pudelek	Wygrał w pokera... 65 tysięcy!
5e3b3507-5fce-41ed-8c9a-eaae80f89b3d	o2	Chcieli tylko przeparkować auto. Jedna osoba nie żyje
5e3af4ce-8274-4fda-9636-6652bc1a27f4	wyborcza	Koronawirus. Rekord liczby zakażeń w czwartej fali koronawirusa w Małopolsce
5cc5a65a-c5e7-4f7b-bd9e-64391371fdc5	pudelek	Tomasz Kammel ogłasza, że nie będzie miał żony! "Kiedyś myślałem, że coś jest ze mną nie tak"
5ba32276-16ef-40cd-b8a9-996e2aa7c55b	pudelek	Zatrzęsienie gwiazd na Instyle Awards: Wiecznie młoda Nicole Kidman, elegancka Reese Witherspoon, odważna Elle Fanning... 
5964d84f-d228-4c8e-bfa4-3d45d8cfc1c3	pudelek	Dzieciaki znęcały się nade mną
58fb8c90-4204-47e0-8ee7-cfd67710b853	pudelek	Joanna Przetakiewicz relacjonuje podróż samochodem z psem MIĘDZY PEDAŁAMI: "TO NIEBEZPIECZNE"
58955c70-d4d0-4f3d-a35d-16b56c60e99e	o2	Agresywny właściciel marketu uniemożliwił kontrolę inspektorkom sanepidu. Szokujące nagranie
586b9cf1-0952-47c4-b866-bdbf8d26cf8f	pudelek	Piróg zakończy karierę?
57cc0bf8-23d4-4dea-a5d0-f985fc8a23ed	strefaagro	Masz działkę lub ogródek? Te czynności wykonaj w marcu, aby na wiosnę cieszyć się efektami swojej pracy!
576f6c80-641d-4224-982c-875efac53145	wp-wiadomosci	Znęcał się nad żoną, groził śmiercią. Kobieta wezwała pomoc
5728dd5e-a39f-4b82-8fea-bc1e8c705d01	pudelek	Małgorzata Rozenek w perfekcyjnej stylizacji odkurza CZYSTĄ PODŁOGĘ. Inspirujące? 
56c88ffe-4116-45ce-a792-08d8587d85cf	pudelek	Kurski znalazł DODATKOWE PIENIĄDZE na "Koronę Królów"! "Okazał się łaskawy i dosypał grosza"
56acd351-9afc-4645-b19f-391f806df72a	pudelek	Dagmara z "Królowych Życia" zaczepia Majdanów na Instagramie: "Pan domu musi się pogodzić z porażką!"
56ab0afa-c123-4250-93a9-8af553af176c	wyborcza	Inflacja 5,4 proc.! Nawet eksperci są zaskoczeni
56040f6e-3a10-4ad0-a2a2-e09305bf5d4b	pudelek	Potraktowana wypełniaczami twarz Demi Moore pozuje do zdjęć na pokazie mody
5587ee6c-3efc-458d-b0fa-e6a0ad4cde3b	pudelek	Miszczak o programie Sablewskiej: "Trzeba mieć umiejętność dotyku, którą ma Maja!"
55476b53-de17-49b7-8639-2f7086758908	wyborcza	Kiedy wejdzie Disney+? Największy konkurent Netfliksa podał datę startu w Polsce
52b3406a-dfc4-4650-818e-8b4a69603825	strefaagro	Biała kiełbasa nie tylko na Wielkanoc! Czy spożywanie jej jest zdrowe? Sprawdź, co kryje się w jej składzie i jak wybrać najlepszą kiełbasę
5236dd9e-f45b-4986-857e-43926a95b0a4	pudelek	Seniorka Julia Kamińska grzmi z okładki Vivy: "Mam 34 lata i czuję się sexy!". Prawdziwa bohaterka?
5203b253-ed29-4727-b685-05eba390a808	pudelek	Margaret w sandałach na obcasie i skarpetach...
517ba28e-0e5d-4a64-9854-c387185cd9ff	pudelek	Deynn zapowiada, że zoperuje sobie... DOLNE POWIEKI! "Będzie tez pobierany TŁUSZCZ Z MOICH UD, nie z brzucha, bo na brzuchu nie mam tłuszczu"
5165af20-9626-4c16-8baf-6d7c35492a1c	pudelek	Kinga Preis W MOCNYCH SŁOWACH o Pawle Kukizie i TVP: "Codziennie przeżywam jakiś rodzaj UPOKORZENIA"
515c9d6c-0bbf-4634-a826-cc9014b2599d	pudelek	Agnieszka Orzechowska o karierzę w polityce: "Jeśli Petru mnie nie weźmie, to mogę pójść z każdym"
4fd53996-7096-4ac0-b0b7-b0fff205e6d0	pudelek	Meghan Markle i książę Harry opuszczają ulubione SPA celebrytów w Beverly Hills
4faf2153-13e0-487d-87af-f7e6b101b785	pudelek	Paulina Papierska z "Top Model" URODZIŁA! 
4f9da3e2-9f5a-40d6-8704-7dbb718e3cb3	o2	Przerażająca wizja jasnowidza. Mówi o wydarzeniach w 2022 roku
4f54edb2-f2c8-4487-8a28-85156ff38a34	pudelek	Joanna Horodyńska na wybiegu
4e9d9bab-bc65-4ad5-9163-db46f7b4f01f	pudelek	Szyc odchudza się dietą pudełkową
4e8322bb-2226-4992-bad4-ddc36d8d1c3f	pudelek	Tori Spelling strzela GROŹNE MINY po spotkaniu z niewiernym mężem (ZDJĘCIA)
4cac474f-12fd-4278-a815-5038e4c666ba	pudelek	Omenaa Mensah w... afro!
4be13f25-0d2b-4fcf-a1c3-962b6e60d994	pudelek	Travis Scott kupił Stormi pod choinkę BAJKOWĄ KAROCĘ 
4b3a8edd-5bb0-485f-828d-6eec19d9515e	o2	Sąsiadka z piekła rodem. Pan Krzysztof skończył u psychiatry
49ad9d50-5976-4323-adeb-46c558dfcc6c	o2	Była minister z PiS poniżona. Piotr Kraśko okazał się dla niej bezlitosny
48a2beee-50d2-4a9c-bae2-d0bb52f61628	wyborcza	13. emerytury w tym roku bez podatku
47dda495-1a01-404d-9ccc-8951547226b0	tabletowo	Wygraj Xbox Series S z motywem Gwiezdnych Wojen!
478d1366-7ebb-4df1-bf69-62b700d2abcf	pudelek	Trump atakuje Johna Legenda i Chrissy Teigen na Twitterze: "Nudny artysta i jego żona z niewyparzoną gębą"
475dc934-0b3e-4a2c-9d47-6c2ebe7aaa8e	o2	Wtorkowa liczba zakażeń. Przerażające wieści z Ministerstwa Zdrowia
46eacda4-5eb8-4274-aafd-c10a97788c24	o2	Afganistan. Nieoczekiwany ruch talibów. Zakazują takich małżeństw
458f6d01-4034-4b27-b187-daba38ec9400	o2	Lekarz doprowadził ją do ruiny. Poznali się w internecie
44877bb2-87bf-41ce-8e0e-e637658c9bc4	tvpsport	Porażka obrońców tytułu. Wyrównany stan rywalizacji
444597f6-2b48-40b3-9941-8613ab527084	pudelek	Shakira wróciła do CZERWONYCH włosów 
44188ee8-0348-4c13-be28-62dcb5eb54f1	wpwiadomosci	Znane centrum handlowe w Krakowie będzie zburzone. Skrywa prawdziwe tajemnice
4361c7b5-418e-4383-bc8e-37983ac73502	pudelek	Włoskie wakacje Sylwii Bomby z "Gogglebox": kąpiele słoneczne w bikini, relaks na plaży i zwiedzanie z córką 
42775c20-d265-48d5-a630-384b6014b8a0	pudelek	Pudzian na randce w KFC!
40a23368-e6e7-46f2-a35c-349137af5a86	pudelek	Wielkoduszny Krzysztof Krawczyk zapewnia: "Wysyłam 600 złotych miesięcznie swojemu synowi"
408941e0-05c0-43ef-9369-552e032ab3c1	o2	Żona ministra uruchomiła podcast. Jej pierwszy gość? Wielkie zaskoczenie
4057bbf4-5bf3-4fa8-a282-554ebf271b0d	wpwiadomosci	To będzie miało wpływ na Polskę. Były ambasador o zmianach we Francji
3f24b0aa-9053-47c0-ba7a-088b771776bc	wyborcza	Razem z prezesem PiS w regionie śpiewała pieśni maryjne pod kapliczkami. Została wiceszefową ważnej spółki
3edf8965-0c45-4d06-a639-00e5fedb8f43	pudelek	Znamy oficjalną przyczynę śmierci Prince'a! Przedawkował lek przeciwbólowy dla chorych na raka...
3eb9a766-d040-4559-816e-7ce85beddc49	pudelek	Tobey Maguire rozwodzi się po 9 latach małżeństwa!
3e7ca9a8-bfec-44d1-b5ac-82094ac13707	pudelek	Joanna Jarmołowicz szaleje w klubie z tajemniczym brunetem
3dfa5012-c071-46c2-b963-2d3cc5db1271	pudelek	Bandyci POSTRZELILI mężczyznę, który wyprowadzał psy Lady Gagi i PORWALI jej dwa buldożki (ZDJĘCIA)
3d1a6ff8-5c94-40be-aaf8-d5a7bc047fce	pudelek	Rozbrykana Anna Samusionek morsuje na sucho POKAZUJĄC ŁONO (ZDJĘCIA)
3cab1b46-7bca-49ae-9afe-0fff2ff65888	pudelek	Sykut: "Polacy kochają disco polo i Zenka Martyniuka"
3ca03428-ecef-4dcf-8840-80b26f9bb56c	pudelek	Ewa Minge broni Kingi Rusin i chwali się swoją imprezą z gwiazdami!
3b1e47c0-35b4-42f4-8797-d1ec9bb29068	tabletowo	Ten procesor Qualcomma może trafić do naprawdę wielu smartfonów ze średniej półki
3a2902a0-4120-4cee-8b42-7e3d2c85d0b1	pudelek	Magda Gessler zachwyca się marihuaną. "Jest lepsza od papierosów i EWIDENTNIE WPŁYWA NA HUMOR"
3a20bd16-e079-4e73-b075-9a73e4ce176a	wp-wiadomosci	Rosja idzie za ciosem. Czy to koniec francuskiego szampana?
39249ba3-eead-4999-abf3-55f03f58a6f7	o2	Zobaczył 20 zł przyklejone do drzwi. Szybka reakcja sąsiada
38df474c-5de2-42b9-b8e0-93494a9aada6	pudelek	Małgorzata Rozenek pozuje z luksusowym samochodem. "Kiedy mąż daje ci kartę kredytową i mówi: Kup sobie coś fajnego"
389e105c-a979-4eea-b595-12c0a60d153f	o2	13-latek uciekał policji w seicento. Nagranie z Sosnowca podbija sieć
389170dc-c290-489c-a5dd-c32a37803ec8	o2	Szydło wkurzona nie na żarty. Wygarnęła wszystko publicznie. Jest nagranie
37f3df64-319a-47ef-bc35-5bd920780264	pudelek	Kinga Rusin BEZ MAKIJAŻU na Mazurach!
37c4bf45-ba29-4e20-9769-ecf429192523	pudelek	Odziana w cekiny Natalia Siwiec baluje na Ibizie 
37c499b9-bdf8-4eac-8f90-f76fb0bd8f69	o2	Ukryła zwłoki matki w walizce. 26-latka wyszła po 7 latach z więzienia
3701df7f-1679-4d50-8ff7-4c2fdedf2f34	pudelek	Enrique Iglesias i Anna Kournikova świętują 1. urodziny córki instagramowym zdjęciem
363d23d5-d949-4368-8bd2-4e11a07095f1	o2	Sceny grozy. Wściekły słoń zaatakował turystów na safari
360f76e3-30dc-4c65-9401-d9158cb70f5a	wyborcza	Powybijane okna i broń własnej roboty. Policja publikuje film po zamieszkach w ośrodku dla imigrantów w Wędrzynie
36066210-f955-4361-9124-9308c4111590	o2	Zaniemówił. Internauci rozbawieni do łez. Tak podjechała do McDonald's
356c7856-eb8c-47c2-89f9-71316f734e8a	wyborcza	Na plażę w Newcastle sztorm wyrzucił ogromny statek
351706b2-3af0-4fe2-b803-44011902d2bf	wpwiadomosci	Klub Szatana po lekcjach. Matka ucznia wywołała wielki skandal
34df9f14-cdec-4cc0-8bb4-e1d58225b6fd	space24	Ocena skali pożaru w Biebrzańskim Parku Narodowym. Pomocne dane satelitarne
3487e1dc-51da-4d8f-a05f-002225ca8466	wyborcza	Trzęsienie u marszałka: Sprawdzą kasę nie tylko dla Mejzy, Kubicki jak stalker
341c36e7-af3a-4b72-8faf-2a306b246ce3	pudelek	Siwiec chwali się kolejnym wózkiem od sponsora. Za "jedyne" 5 TYSIĘCY złotych
33c2de1c-aede-45f5-ad25-62f0395308a5	wp-wiadomosci	Powiedział, że nie lubi żeberek, więc go zabiła. Koszmar na Pomorzu
33c29a63-169e-471c-8ef8-2c32430d1f2a	wp-wiadomosci	Kiedy zerwali asfalt, od razu wstrzymali prace. Niezwykłe odkrycie
33a3ffbc-da92-4aca-9d5d-540a92ef9539	niebezpiecznik	Zaklej taśmą diodę zasilania bo Cię podsłuchają!
33039f4f-0b11-4409-b40c-34abcad82190	wpwiadomosci	Kontrowersyjny pomysł Ziobry. Stanowcza reakcja rzecznika rządu
3293d79e-5cda-4c46-8459-6fe40258ba7b	o2	To wpisujemy w Google. Najpopularniejsze hasła polskiego internetu 2021
32425df8-3238-4492-b347-50a1ce69878f	wyborcza	Kujawsko-pomorskie: odwołano ponad 30 pociągów Polregio. Konwent marszałków rozwiąże problem?
323bfb5f-1bd2-49c8-8445-b3406a3a116a	pudelek	Pokochałam reżyserię mocniej niż aktorstwo
320821c4-f4ee-4bae-8049-fc9d674bf8b0	pudelek	Naciągnięta Tyra Banks straszy w sukience za prawie 8 tysięcy
31bb875d-cfa7-4234-919a-c673fc576e09	wyborcza	Fotografowała dzieci uchodźców z Michałowa. "Gdybym tylko wiedziała, że je wywiozą..."
30d01f37-c71a-4f7f-a5f4-30e50f6bbc0d	pudelek	Ślub od pierwszego wejrzenia. Karol i Laura są PARĄ! Przyłapano ich razem galerii handlowej (FOTO)
2f29219d-d3b7-440b-9b68-db7961687d34	o2	Zagadka rozwiązana. Zdjęcie starego kaloryfera obiegło Twittera
2ed7f26b-c4ae-4c39-96ef-62043c536ee7	o2	Nie żyje znany muzyk. Koncertował m.in. z Ewą Bem. Miał 69 lat
2ed1e60a-f89f-483c-99af-fcef7f7e7b1a	wyborcza	Przepłacone respiratory na polecenie premiera. Wiemy, co NIK napisała do prokuratury
2e5e508b-2b79-47e1-9243-4d7d091c8cca	pudelek	Polacy o zamachu: "Otworzyliśmy okna i usłyszeliśmy syreny. Klub Bataclan był 750 metrów od nas"
2e473052-0aee-4bf0-83bb-8e00d083d686	wpwiadomosci	Polskie czołgi w Ukrainie. Generał ujawnia konkrety
2df66228-0575-4099-9b21-c27aef290e97	pudelek	Michele Morrone nagrywa kontynuację "365 dni" w centrum Warszawy. "Boże święty, to ty?!"
2d3dc320-8b02-4f2d-a8b1-0a907b949498	pudelek	Tak dziś wygląda ODMIENIONA Tola Szlagowska z Blog 27! Powraca z nowym teledyskiem (FOTO)
2cb5bba7-2234-490a-a373-b51bff0f1331	pudelek	Małgorzata Rozenek zajada się pizzą i tuli Radosława Majdana na randce (ZDJĘCIA)
2c23759a-b731-433e-bd8e-565a314c33e0	pudelek	Dziennikarze WP pytają Błaszczaka o "córkę leśniczego": "Do takich mediów nie zamierzam się wypowiadać!"
29d2a462-9f65-43d2-8d40-0ae84274b5cc	pudelek	Mariah Carey nie chce pomóc umierającej siostrze!
2939b160-eca6-4b77-abd0-297ee826e690	o2	Rachunki za ogrzewanie wyższe o 600 proc. Mieszkańcy zrozpaczeni
2810f3da-2abf-4b34-b9ae-45b550720bc4	wp-wiadomosci	Zrobiło się nerwowo. Wszystko przez "telefon od Tuska"
27ec7381-b02d-4e76-ba7e-018faa838bcc	wyborcza	Pompeje znowu zadziwiają. Archeolodzy odkryli grobowiec z częściowo zmumifikowanym ciałem
27479db8-d0b2-4923-b94e-d85905734d48	pudelek	Katarzyna Warnke staje w obronie gejów z reklamy prezerwatyw!
26957afc-b4b4-4989-b059-11ee6eda8ae7	pudelek	Pippa Middleton jest w CIĄŻY!
25c7bb05-971f-4245-9a38-0a2949fcaf0f	pudelek	Strażnik Królowej krzyczy na śpiewającego turystę!
24eb3652-7770-4eb7-85e0-827c30e5913f	pudelek	Łysy Adam Levine pręży mięśnie po treningu w Miami 
249c4dc7-853f-484c-adf6-bd69b1a5f623	o2	Ludzie zdębieli po tym, co zrobiła Olejnik w TVN24. "Niestosowne"
1fa2e637-f661-4962-8a06-562c6f43d1bc	other	Jechała autem i złamała przepisy. Lewandowska przyłapana
1f7f246a-7e21-4dd7-b0c4-2d941f18d890	pudelek	Chce być bardziej obecny w życiu Hanry'ego!
1f2e4653-48d0-4e30-ab34-bfcf4f78d63c	o2	Budowlanka na krawędzi? Trzy typy firm rzeczywiście mogą mieć problem
1eda5be0-f943-4140-9b36-dbf41ab9281e	o2	Gwiazdor nagle wybuchł płaczem na scenie. Maleńki synek zmarł na raka
1ec00ced-1be0-4832-8ded-ecaad94f0026	pudelek	Matura 2021. Oliwia Bieniuk, Xavier Wiśniewski i Tomek Malcolm zdają egzamin dojrzałości. Kto jeszcze?
1ded4d2b-04b7-4b40-ad03-358cfab2ae31	pudelek	Eurowizja 2021. Rafał Brzozowski OSTATNI do zwycięstwa? Komentujący nie mają złudzeń: "Wszystko jest wymuszone, CZUĆ DUŻO FAŁSZU"
1d42ccb0-3fea-4d59-b836-196810502f6d	pudelek	Pirógowi grozi gorset ortopedyczny!
1c6950f5-d271-4964-a47c-91b90cd986f2	pudelek	Pochmurna Kinga Rusin walczy z upałem i podjeżdża Porsche na szklankę wody
1c2b2c77-cc09-4691-a081-69fc27623a57	pudelek	Hotel Paradise. Uczestnicy WYELIMINOWALI z programu kolejną osobę!
1a7d8e01-b400-4d71-ab27-261057291bbf	pudelek	Zobaczcie, jak wyglądały pozostałe suknie ślubne Rozenek
19818cdf-915f-4799-8c42-64b402c1130d	pudelek	To już koniec "Samej słodyczy"!
18e17312-d5bf-48f7-b491-bf7ca2c066a0	wyborcza	Czworonożny wieloryb z Egiptu. Naukowcy odkryli przedziwnego morskiego ssaka sprzed 43 mln lat
18b9e31c-5e9a-4882-b217-4f1dfe091248	o2	Byłam w szoku. Kobieta mówi, co się działo na lotnisku w Katarze
18434508-22a6-4682-b5b7-50e4af4c53d8	pudelek	Blanka Lipińska ocenia swoją figurę sprzed lat: "Było się kiedyś CHUDYM"
171a181b-c306-469b-90bb-0716a4319131	pudelek	TYLKO U NAS: Fotoreporterzy oskarżają największe polskie gwiazdy o kradzież. To początek "wojny"?
15172370-dacb-4602-bfb5-026263a97962	pudelek	TVP ODMAWIA KOMENTARZA w sprawie występu Joanny Moro w Sopocie
13cc0866-0cb9-495b-be06-6da14b71c879	pudelek	Kendall Jenner musi zapłacić 90 TYSIĘCY DOLARÓW kary za promowanie Fyre Festival!
13920758-2074-4195-9177-0ef4a84c22e7	pudelek	Rolnik szuka żony. Zbliża się wielki finał! Józef jednak został sam?
120c1ad2-1a30-443f-a6ba-c29280966180	pudelek	Restauracja Magdy Gessler została usunięta z przewodnika Michelin!
119aa5e3-f2d6-4297-aef4-21e2f4083d78	pudelek	Damięcki o "FASCYNACJI" ROSJĄ: "To ona mnie wybrała. Ja się wcale nie pchałem!"
105843a4-3d3c-4a95-9785-d053fb82a22a	pudelek	Tak mieszka Elżbieta z "Rolnik szuka żony"! Stawia na przytulne wnętrza i ma wyraźną słabość do roślin i bibelotów 
0e23a600-d543-4626-9d8f-e7d112708071	pudelek	Niepokojące wieści o królowej Elżbiecie II. Odwołała podróż z POWODÓW ZDROWOTNYCH
0dc8654b-5444-4845-8bec-2e7c4a4891f3	pudelek	Magda Gessler do Edyty Górniak: "FAŁSZUJESZ KOLEŻANKO". Edyta odpowiada...
0d89dd27-1240-427e-8b95-b63417b1dac7	wyborcza	Pielęgniarki przestały głodować
0d4b2581-a958-48d1-b4c0-76381e16d2db	pudelek	Premiera NOWEGO ALBUMU BEYONCE już 24 listopada!
0cef7ffa-e572-4942-9e96-3309bc6009fb	wyborcza	Kolarstwo: Czy Jan Ullrich dożywotnio straci licencję?
0a9d3985-2420-46df-ab91-3ef5e92ff82c	pudelek	Wałęsa ZGOLIŁ WĄSY! "Chcę się równo opalić w Dubaju!"
09e895fd-7136-481e-833b-fc0f27759fed	pudelek	Edyta Górniak zastanawia się: "Kto komu sprzedał Królestwo Polskie? Pytam się. DLACZEGO?"
09ccd929-c52b-4aba-a89e-4732aaecb0b7	pudelek	Super Express: Głogowska i Gąsowski byli klientami dilera celebrytów! "Częstszy kontakt z dilerem miała Głogowska"
09b544f5-49bf-419c-8da1-c52bec5291bf	pudelek	Gigantyczny brzuch Evy Longorii w drodze na wywiad
0834c1c1-7c13-40fb-a5e3-e0946891bd56	pudelek	Stylowa Katarzyna Sokołowska paraduje po czerwonym dywanie w kozakach WŁASNEGO PROJEKTU
0724a002-905d-4d65-b352-5aa09e756da4	pudelek	Julia Wróblewska "dziękuje" za rady leczenia depresji różańcem: "RELIGIA TO NIE LEKARSTWO"
06d60b13-cd40-4809-8e8a-07478ae66276	o2	Pszczyna. TVN ujawnia SMS zmarłej kobiety. Pisała je do swojej mamy
0661381b-32b9-46ee-9844-4a8620c2d104	wyborcza	Czy czwarta fala zaczyna się właśnie teraz? Widzimy, że współczynnik R rośnie
0656ae13-12f3-4f82-9b36-daf47be2b74b	pudelek	Znowu WYPRASOWALI Rodowicz! Wygląda już jak postać z anime?
05f9ddc5-77c3-4ff5-badb-c3ca3da79913	wyborcza	Trzecia dawka szczepionki dla kolejnych osób. Jest rekomendacja ekspertów premiera
05840f38-38cf-434a-b4cc-75883abe5fca	other	Spore zaskoczenie. Co prowadzi do niepłodności?
040e5fd6-2c75-4303-aafb-a49c71672d0f	o2	Blogerka zniknęła w trakcie podróży z narzeczonym. Niepokojące nagranie
03cb60f0-4b7d-4005-8c5e-09b183db3730	pudelek	Poznajcie Ashley Biden - córkę Joe Bidena, zaangażowaną działaczkę społeczną i miłośniczkę zwierząt (ZDJĘCIA)
0300beef-b12d-4a58-9618-eb062685ce89	o2	Najczęstsi patroni polskich ulic. Wiesz kim byli?
02ee14ae-35f8-4f93-800c-c157e129a3cf	wp-wiadomosci	Tak może wyglądać szczyt czwartej fali. Znamy prognozę
026ca08f-5bca-4980-b40e-b60dd35d201a	o2	Sezon polowań. Ogromny byk schował się w kościele. Duchowni w szoku
0225561a-da7e-4bf4-886e-92e9bf171655	pudelek	Elegancka Iza w sądzie: Okulary, garsonka, szpilki ze złotym zamkiem...
020d6068-0d87-49cf-9a70-8461cdc7b89a	pudelek	Sablewska: "Zakładam biustonosz, jak chcę czuć się sexy!"
01b433b6-0129-4aa0-85d8-92150d8f6216	wp-wiadomosci	Badanie dla WP. Minister Czarnek oceniony. Miażdżący wynik
0106a652-672d-4ecc-a18f-2b7db2ca560a	pudelek	Kammel boi się Rozenka!
009edfb1-b89c-43b3-b648-c258104bdb37	o2	Podrasowane wielbłądy w Arabii Saudyjskiej. Weterynarzom opadły szczęki
